,label,bow_wt,bow_stem,bow_lem
424,kinds,1.0,,
425,know,6.0,6.0,6.0
426,known,1.0,1.0,1.0
427,kobe,1.0,1.0,1.0
428,lam,1.0,1.0,1.0
429,larg,,4.0,
430,large,4.0,,4.0
431,last,2.0,2.0,2.0
432,later,2.0,2.0,2.0
433,lead,,1.0,1.0
434,leads,1.0,,
435,learn,1.0,1.0,1.0
436,least,1.0,1.0,1.0
437,lectur,,2.0,
438,lecture,2.0,,2.0
439,let,1.0,2.0,2.0
440,lets,1.0,,
441,letter,,1.0,1.0
442,letters,1.0,,
443,light,1.0,2.0,2.0
444,lights,1.0,,
445,like,4.0,5.0,4.0
446,likely,1.0,,1.0
447,line,,5.0,4.0
448,lines,4.0,,
449,lining,1.0,,1.0
450,lion,,1.0,1.0
451,lions,1.0,,
452,list,5.0,6.0,5.0
453,listed,1.0,,1.0
454,listen,1.0,1.0,1.0
455,literatur,,1.0,
456,literature,1.0,,1.0
457,littl,,1.0,
458,little,1.0,,1.0
459,load,,1.0,
460,loading,1.0,,1.0
461,long,5.0,5.0,5.0
462,look,8.0,10.0,9.0
463,looking,1.0,,1.0
464,lookout,2.0,2.0,2.0
465,looks,1.0,,
466,lot,9.0,9.0,9.0
467,luckili,,1.0,
468,luckily,1.0,,1.0
469,lump,1.0,1.0,1.0
470,lynott,1.0,1.0,1.0
471,ma,,1.0,1.0
472,maintain,,3.0,
473,maintainable,2.0,,2.0
474,maintaining,1.0,,1.0
475,mainten,,1.0,
476,maintenance,1.0,,1.0
477,make,9.0,12.0,10.0
478,makes,1.0,,
479,making,2.0,,2.0
480,manag,,1.0,
481,manageable,1.0,,1.0
482,mani,,10.0,
483,many,10.0,,10.0
484,mas,1.0,,
485,mauser,1.0,1.0,1.0
486,max,1.0,1.0,1.0
487,may,2.0,2.0,2.0
488,mayb,,11.0,
489,maybe,11.0,,11.0
490,meal,,1.0,1.0
491,meals,1.0,,
492,mean,,8.0,6.0
493,meaning,2.0,,2.0
494,means,6.0,,
495,mega,1.0,1.0,1.0
496,memphi,,1.0,
497,memphis,1.0,,1.0
498,men,1.0,1.0,1.0
499,mess,1.0,1.0,1.0
500,messag,,8.0,
501,message,8.0,,8.0
502,metal,1.0,1.0,1.0
503,methadon,,1.0,
504,methadone,1.0,,1.0
505,method,8.0,25.0,25.0
506,methods,17.0,,
507,might,9.0,9.0,9.0
508,mind,1.0,1.0,1.0
509,mini,1.0,1.0,1.0
510,mirror,,1.0,
511,mirroring,1.0,,1.0
512,miss,1.0,1.0,1.0
513,moment,1.0,1.0,1.0
514,motiv,,1.0,
515,motivated,1.0,,1.0
516,move,3.0,3.0,3.0
517,msi,1.0,1.0,1.0
518,much,1.0,1.0,1.0
519,multicar,,1.0,
520,multicare,1.0,,1.0
521,museum,1.0,1.0,1.0
522,must,1.0,1.0,1.0
523,name,,3.0,3.0
524,names,3.0,,
525,necessari,,1.0,
526,necessarili,,2.0,
527,necessarily,2.0,,2.0
528,necessary,1.0,,1.0
529,need,16.0,18.0,18.0
530,needs,2.0,,
531,never,1.0,1.0,1.0
532,new,3.0,3.0,3.0
533,next,2.0,2.0,2.0
534,noth,,1.0,
535,nothing,1.0,,1.0
536,notic,,1.0,
537,notice,1.0,,1.0
538,object,4.0,4.0,4.0
539,offic,,1.0,
540,office,1.0,,1.0
541,often,4.0,4.0,4.0
542,old,1.0,1.0,1.0
543,one,13.0,14.0,14.0
544,ones,1.0,,
545,open,3.0,4.0,3.0
546,opening,1.0,,1.0
547,oppos,,2.0,
548,opposed,2.0,,2.0
549,option,1.0,1.0,1.0
550,order,2.0,2.0,2.0
551,organ,,3.0,
552,organize,2.0,,2.0
553,organizing,1.0,,1.0
554,origin,,1.0,
555,original,1.0,,1.0
556,oswego,1.0,1.0,1.0
557,other,,1.0,
558,others,1.0,,1.0
559,otherwis,,1.0,
560,otherwise,1.0,,1.0
561,owen,1.0,1.0,1.0
562,paramet,,4.0,
563,parameter,3.0,,4.0
564,parameters,1.0,,
565,park,,1.0,
566,parking,1.0,,1.0
567,part,1.0,3.0,3.0
568,particular,5.0,5.0,5.0
569,parts,2.0,,
570,pas,,,2.0
571,pass,2.0,3.0,
572,passed,1.0,,1.0
573,pattern,,1.0,1.0
574,patterns,1.0,,
575,perdit,,1.0,
576,perdition,1.0,,1.0
577,perfectli,,1.0,
578,perfectly,1.0,,1.0
579,phone,1.0,1.0,1.0
580,photo,,1.0,1.0
581,photos,1.0,,
582,physic,,1.0,
583,physical,1.0,,1.0
584,pictur,,1.0,
585,picture,,,1.0
586,pictures,1.0,,
587,piec,,2.0,
588,piece,2.0,,2.0
589,place,4.0,7.0,7.0
590,places,3.0,,
591,play,1.0,2.0,1.0
592,played,1.0,,1.0
593,plexiglas,,,1.0
594,plexiglass,1.0,1.0,
595,plu,,3.0,
596,plus,3.0,,3.0
597,point,1.0,1.0,1.0
598,polo,1.0,1.0,1.0
599,polymorph,,3.0,
600,polymorphism,3.0,,3.0
601,possibilities,1.0,,
602,possibility,,,1.0
603,possibl,,5.0,
604,possible,2.0,,2.0
605,possibly,2.0,,2.0
606,pray,,1.0,
607,praying,1.0,,1.0
608,predict,1.0,1.0,1.0
609,privat,,1.0,
610,private,1.0,,1.0
611,probabl,,6.0,
612,probably,6.0,,6.0
613,problem,1.0,2.0,2.0
614,problems,1.0,,
615,project,1.0,1.0,1.0
616,pull,1.0,1.0,1.0
617,put,5.0,5.0,5.0
618,question,1.0,1.0,1.0
619,quit,,2.0,
620,quite,2.0,,2.0
621,quot,,1.0,
622,quote,1.0,,1.0
623,real,2.0,2.0,2.0
624,realli,,7.0,
625,really,7.0,,7.0
626,reason,,4.0,4.0
627,reasons,4.0,,
628,receiv,,1.0,
629,receiving,1.0,,1.0
630,recogn,,1.0,
631,recognizing,1.0,,1.0
632,recommend,1.0,2.0,1.0
633,recommended,1.0,,1.0
634,reduc,,1.0,
635,reduce,1.0,,1.0
636,refactor,,2.0,
637,refactoring,2.0,,2.0
638,refer,1.0,2.0,1.0
639,refers,1.0,,1.0
640,refriger,,1.0,
641,refrigerant,1.0,,1.0
642,refus,,1.0,
643,refused,1.0,,1.0
644,relat,,1.0,
645,relate,1.0,,1.0
646,remind,,2.0,
647,reminder,1.0,,2.0
648,reminders,1.0,,
649,remov,,3.0,
650,remove,3.0,,3.0
651,replac,,4.0,
652,replace,3.0,,3.0
653,replacement,1.0,,1.0
654,request,,1.0,1.0
655,requests,1.0,,
656,result,,1.0,1.0
657,results,1.0,,
658,right,15.0,15.0,15.0
659,rob,,1.0,
660,robbed,1.0,,1.0
661,roll,1.0,1.0,1.0
662,samantha,1.0,1.0,1.0
663,santa,,1.0,1.0
664,santas,1.0,,
665,saw,2.0,2.0,2.0
666,say,2.0,5.0,5.0
667,says,3.0,,
668,scala,1.0,1.0,1.0
669,scenario,,1.0,1.0
670,scenarios,1.0,,
671,second,1.0,1.0,1.0
672,section,,1.0,1.0
673,sections,1.0,,
674,see,8.0,8.0,8.0
675,seem,,1.0,
676,seems,1.0,,1.0
677,seen,1.0,1.0,1.0
678,semigloss,1.0,1.0,1.0
679,sens,,1.0,
680,sense,1.0,,1.0
681,separ,,2.0,
682,separate,1.0,,1.0
683,separately,1.0,,1.0
684,set,1.0,1.0,1.0
685,sever,,1.0,
686,several,1.0,,1.0
687,sibl,,2.0,
688,sibling,2.0,,2.0
689,similarli,,1.0,
690,similarly,1.0,,1.0
691,sinc,,2.0,
692,since,2.0,,2.0
693,singl,,1.0,
694,single,1.0,,1.0
695,situat,,22.0,
696,situation,17.0,,22.0
697,situations,5.0,,
698,slide,1.0,3.0,3.0
699,slides,2.0,,
700,slight,1.0,1.0,1.0
701,slightli,,1.0,
702,slightly,1.0,,1.0
703,smaller,1.0,1.0,1.0
704,smell,5.0,13.0,13.0
705,smelli,,1.0,
706,smells,8.0,,
707,smelly,1.0,,1.0
708,smg,1.0,1.0,1.0
709,sociabl,,1.0,
710,sociable,1.0,,1.0
711,social,1.0,1.0,1.0
712,soda,,1.0,1.0
713,sodas,1.0,,
714,sofa,1.0,1.0,1.0
715,softwar,,4.0,
716,software,4.0,,4.0
717,solut,,4.0,
718,solution,3.0,,4.0
719,solutions,1.0,,
720,somehow,1.0,1.0,1.0
721,someth,,11.0,
722,something,10.0,,10.0
723,somethings,1.0,,1.0
724,sometim,,5.0,
725,sometimes,5.0,,5.0
726,sort,2.0,2.0,2.0
727,sourc,,1.0,
728,source,1.0,,1.0
729,specif,,1.0,
730,specifically,1.0,,1.0
731,specter,1.0,1.0,1.0
732,springfield,1.0,1.0,1.0
733,start,6.0,6.0,6.0
734,statement,2.0,3.0,3.0
735,statements,1.0,,
736,step,,2.0,2.0
737,steps,2.0,,
738,stop,1.0,1.0,1.0
739,strategi,,1.0,
740,strategy,1.0,,1.0
741,student,,1.0,1.0
742,students,1.0,,
743,subclass,1.0,3.0,3.0
744,subclasses,2.0,,
745,subset,,1.0,1.0
746,subsets,1.0,,
747,suggest,,1.0,
748,suggestion,,,1.0
749,suggestions,1.0,,
750,summer,1.0,1.0,1.0
751,sunday,1.0,2.0,2.0
752,sundays,1.0,,
753,sunglass,,1.0,1.0
754,sunglasses,1.0,,
755,supercharg,,1.0,
756,supercharger,1.0,,1.0
757,superclass,3.0,3.0,3.0
758,superstar,1.0,1.0,1.0
759,suppli,,1.0,
760,supplies,1.0,,
761,supply,,,1.0
762,suppos,,2.0,
763,supposed,2.0,,2.0
764,sure,5.0,5.0,5.0
765,surgeri,,1.0,
766,surgery,1.0,,1.0
767,surplu,,1.0,
768,surplus,1.0,,1.0
769,switch,3.0,4.0,3.0
770,switching,1.0,,1.0
771,symbicort,1.0,1.0,1.0
772,syracus,,1.0,
773,syracuse,1.0,,1.0
774,system,11.0,14.0,14.0
775,systems,3.0,,
776,take,1.0,3.0,3.0
777,takes,2.0,,
778,talk,5.0,6.0,5.0
779,talking,1.0,,1.0
780,tamela,1.0,1.0,1.0
781,task,,1.0,1.0
782,tasks,1.0,,
783,tell,2.0,2.0,2.0
784,templat,,1.0,
785,template,1.0,,1.0
786,temporari,,1.0,
787,temporary,1.0,,1.0
788,textbook,3.0,4.0,4.0
789,textbooks,1.0,,
790,that,,13.0,
791,thats,13.0,,13.0
792,there,,9.0,9.0
793,theres,9.0,,
794,theyr,,3.0,
795,theyre,3.0,,3.0
796,thing,10.0,26.0,26.0
797,things,16.0,,
798,think,6.0,8.0,6.0
799,thinking,2.0,,2.0
800,thought,,1.0,1.0
801,thoughts,1.0,,
802,three,2.0,2.0,2.0
803,time,6.0,6.0,6.0
804,today,3.0,3.0,3.0
805,toddler,1.0,1.0,1.0
806,togeth,,9.0,
807,together,9.0,,9.0
808,tomorrow,1.0,1.0,1.0
809,topic,1.0,1.0,1.0
810,toscana,1.0,1.0,1.0
811,trailer,,1.0,1.0
812,trailers,1.0,,
813,tramadol,1.0,1.0,1.0
814,troubl,,1.0,
815,trouble,1.0,,1.0
816,turi,1.0,1.0,1.0
817,turn,,1.0,1.0
818,turns,1.0,,
819,twist,,1.0,
820,twisted,1.0,,1.0
821,two,9.0,9.0,9.0
822,tybe,,1.0,
823,tybee,1.0,,1.0
824,type,4.0,4.0,4.0
825,typec,1.0,1.0,1.0
826,uncl,,1.0,
827,uncle,1.0,,1.0
828,understand,4.0,7.0,4.0
829,understandable,3.0,,3.0
830,unit,1.0,1.0,1.0
831,unlik,,1.0,
832,unlikely,1.0,,1.0
833,updat,,3.0,
834,update,2.0,,2.0
835,updated,1.0,,1.0
836,upper,1.0,1.0,1.0
837,upullit,1.0,1.0,1.0
838,use,5.0,8.0,5.0
839,used,1.0,,1.0
840,useful,2.0,,2.0
841,user,3.0,3.0,3.0
842,variat,,1.0,
843,variation,,,1.0
844,variations,1.0,,
845,varicos,,1.0,
846,varicose,1.0,,1.0
847,variou,,1.0,
848,various,1.0,,1.0
849,vein,1.0,1.0,1.0
850,velux,1.0,1.0,1.0
851,ventu,,1.0,
852,ventus,1.0,,1.0
853,version,1.0,1.0,1.0
854,video,1.0,1.0,1.0
855,view,,1.0,1.0
856,views,1.0,,
857,voic,,1.0,
858,voice,1.0,,1.0
859,want,22.0,22.0,22.0
860,water,1.0,1.0,1.0
861,way,8.0,13.0,13.0
862,ways,5.0,,
863,wear,,1.0,
864,wearing,1.0,,1.0
865,welcom,,1.0,
866,welcome,1.0,,1.0
867,well,10.0,10.0,10.0
868,wellestablish,,1.0,
869,wellestablished,1.0,,1.0
870,what,,1.0,
871,whats,1.0,,1.0
872,whenev,,1.0,
873,whenever,1.0,,1.0
874,whole,3.0,3.0,3.0
875,without,1.0,1.0,1.0
876,would,4.0,4.0,4.0
877,wrong,1.0,1.0,1.0
878,year,2.0,3.0,3.0
879,years,1.0,,
880,youll,8.0,8.0,8.0
881,your,,5.0,
882,youre,5.0,,5.0
883,youv,,2.0,
884,youve,2.0,,2.0
