,label,bow_wt,bow_stem,bow_lem
318,import,1.0,3.0,1.0
319,important,2.0,,2.0
320,inform,,1.0,
321,information,1.0,,1.0
322,input,2.0,2.0,2.0
323,instead,1.0,1.0,1.0
324,investig,,1.0,
325,investigating,1.0,,1.0
326,iso,1.0,1.0,1.0
327,item,,1.0,1.0
328,items,1.0,,
329,jake,,1.0,
330,jakes,1.0,,1.0
331,java,2.0,2.0,2.0
332,job,1.0,1.0,1.0
333,keep,3.0,3.0,3.0
334,keyboard,1.0,1.0,1.0
335,khan,1.0,1.0,1.0
336,kill,2.0,2.0,2.0
337,know,3.0,3.0,3.0
338,ladybug,3.0,3.0,3.0
339,lakota,1.0,1.0,1.0
340,last,1.0,1.0,1.0
341,led,1.0,1.0,1.0
342,leesburg,1.0,1.0,1.0
343,let,1.0,8.0,8.0
344,lets,7.0,,
345,level,1.0,1.0,1.0
346,like,8.0,9.0,8.0
347,likely,1.0,,1.0
348,line,5.0,5.0,5.0
349,listen,1.0,3.0,1.0
350,listening,2.0,,2.0
351,litalien,1.0,1.0,1.0
352,littl,,4.0,
353,little,4.0,,4.0
354,live,1.0,1.0,1.0
355,liver,1.0,1.0,1.0
356,local,1.0,1.0,1.0
357,long,1.0,1.0,1.0
358,look,6.0,6.0,6.0
359,lot,3.0,3.0,3.0
360,love,1.0,1.0,1.0
361,luck,1.0,1.0,1.0
362,machin,,4.0,
363,machine,4.0,,4.0
364,make,7.0,8.0,8.0
365,makes,1.0,,
366,mani,,1.0,
367,manual,1.0,1.0,1.0
368,many,1.0,,1.0
369,match,1.0,1.0,1.0
370,matter,3.0,3.0,3.0
371,mattress,1.0,1.0,1.0
372,mayb,,3.0,
373,maybe,3.0,,3.0
374,mean,,1.0,1.0
375,means,1.0,,
376,melt,,1.0,
377,melting,1.0,,1.0
378,method,6.0,7.0,7.0
379,methods,1.0,,
380,mode,1.0,1.0,1.0
381,money,1.0,1.0,1.0
382,mouth,1.0,1.0,1.0
383,myspac,,1.0,
384,myspace,1.0,,1.0
385,mythic,,1.0,
386,mythical,1.0,,1.0
387,name,2.0,2.0,2.0
388,need,5.0,5.0,5.0
389,never,1.0,1.0,1.0
390,new,5.0,5.0,5.0
391,next,3.0,3.0,3.0
392,night,1.0,1.0,1.0
393,normal,1.0,1.0,1.0
394,note,2.0,2.0,2.0
395,notebook,1.0,1.0,1.0
396,noth,,2.0,
397,nothing,2.0,,2.0
398,notic,,4.0,
399,notice,1.0,,1.0
400,noticed,3.0,,3.0
401,notifi,,1.0,
402,notify,1.0,,1.0
403,object,1.0,1.0,1.0
404,often,1.0,1.0,1.0
405,okay,4.0,4.0,4.0
406,old,1.0,1.0,1.0
407,one,9.0,9.0,9.0
408,open,3.0,3.0,3.0
409,oppos,,1.0,
410,opposed,1.0,,1.0
411,option,1.0,1.0,1.0
412,order,1.0,1.0,1.0
413,overthecount,,1.0,
414,overthecounter,1.0,,1.0
415,paint,,1.0,
416,painted,1.0,,1.0
417,part,2.0,3.0,3.0
418,parts,1.0,,
419,pas,,,1.0
420,pass,1.0,1.0,
421,peopl,,2.0,
422,people,2.0,,2.0
423,perspect,,1.0,
424,perspective,1.0,,1.0
425,phone,1.0,1.0,1.0
426,pick,1.0,1.0,1.0
427,play,2.0,2.0,2.0
428,plugin,1.0,1.0,1.0
429,point,6.0,6.0,6.0
430,port,4.0,4.0,4.0
431,possibl,,1.0,
432,possible,1.0,,1.0
433,power,,1.0,
434,powerful,1.0,,1.0
435,prank,,1.0,1.0
436,pranks,1.0,,
437,press,4.0,4.0,4.0
438,pretti,,1.0,
439,pretty,1.0,,1.0
440,previou,,1.0,
441,previous,1.0,,1.0
442,problem,2.0,2.0,2.0
443,process,6.0,6.0,6.0
444,program,2.0,2.0,2.0
445,project,4.0,4.0,4.0
446,prolong,1.0,1.0,1.0
447,promot,,1.0,
448,promotion,1.0,,1.0
449,provid,,2.0,
450,provide,1.0,,1.0
451,provided,1.0,,1.0
452,put,2.0,3.0,2.0
453,putting,1.0,,1.0
454,quick,2.0,2.0,2.0
455,quickli,,1.0,
456,quickly,1.0,,1.0
457,quit,,1.0,
458,quite,1.0,,1.0
459,rai,1.0,1.0,1.0
460,ramp,1.0,1.0,1.0
461,rapunzel,1.0,1.0,1.0
462,readi,,1.0,
463,ready,1.0,,1.0
464,realiz,,2.0,
465,realize,2.0,,2.0
466,realli,,3.0,
467,really,3.0,,3.0
468,rebel,,1.0,1.0
469,rebels,1.0,,
470,recent,1.0,1.0,1.0
471,region,1.0,1.0,1.0
472,remot,,1.0,
473,remote,1.0,,1.0
474,return,4.0,6.0,6.0
475,returns,2.0,,
476,review,3.0,3.0,3.0
477,right,25.0,25.0,25.0
478,run,4.0,8.0,5.0
479,running,3.0,,3.0
480,runs,1.0,,
481,sad,1.0,1.0,1.0
482,said,1.0,1.0,1.0
483,sake,1.0,1.0,1.0
484,say,10.0,14.0,14.0
485,says,4.0,,
486,schedul,,1.0,
487,schedule,1.0,,1.0
488,screen,1.0,1.0,1.0
489,season,1.0,1.0,1.0
490,second,2.0,2.0,2.0
491,see,22.0,22.0,22.0
492,seen,2.0,2.0,2.0
493,select,2.0,2.0,2.0
494,sell,1.0,1.0,1.0
495,send,1.0,1.0,1.0
496,sens,,5.0,
497,sense,5.0,,5.0
498,set,2.0,2.0,2.0
499,shouldnt,1.0,1.0,1.0
500,show,2.0,2.0,2.0
501,sick,1.0,1.0,1.0
502,side,,1.0,1.0
503,sides,1.0,,
504,sierra,1.0,1.0,1.0
505,silli,,1.0,
506,silly,1.0,,1.0
507,sinc,,1.0,
508,since,1.0,,1.0
509,singapor,,1.0,
510,singapore,1.0,,1.0
511,situat,,2.0,
512,situation,2.0,,2.0
513,sixyear,1.0,1.0,1.0
514,sold,1.0,1.0,1.0
515,somebodi,,1.0,
516,somebody,1.0,,1.0
517,someth,,1.0,
518,something,1.0,,1.0
519,sometim,,1.0,
520,sometimes,1.0,,1.0
521,somewher,,1.0,
522,somewhere,1.0,,1.0
523,song,1.0,1.0,1.0
524,soon,1.0,1.0,1.0
525,sort,2.0,2.0,2.0
526,soundli,,1.0,
527,soundly,1.0,,1.0
528,space,2.0,2.0,2.0
529,specifi,,4.0,
530,specified,2.0,,2.0
531,specify,2.0,,2.0
532,stainedglass,1.0,1.0,1.0
533,start,5.0,5.0,5.0
534,step,5.0,8.0,6.0
535,stepped,1.0,,1.0
536,stepping,1.0,,1.0
537,steps,1.0,,
538,still,1.0,1.0,1.0
539,stop,,2.0,
540,stopov,,1.0,
541,stopover,1.0,,1.0
542,stopped,2.0,,2.0
543,string,1.0,1.0,1.0
544,studi,,1.0,
545,study,1.0,,1.0
546,stuff,1.0,1.0,1.0
547,summer,1.0,1.0,1.0
548,suppos,,1.0,
549,supposed,1.0,,1.0
550,sure,1.0,1.0,1.0
551,system,2.0,2.0,2.0
552,tabl,,1.0,
553,table,1.0,,1.0
554,take,5.0,6.0,5.0
555,taking,1.0,,1.0
556,tap,1.0,1.0,1.0
557,task,4.0,5.0,5.0
558,tasks,1.0,,
559,tell,1.0,1.0,1.0
560,termin,,1.0,
561,termination,1.0,,1.0
562,text,,1.0,
563,texting,1.0,,1.0
564,thank,,1.0,
565,thankful,1.0,,1.0
566,that,,8.0,
567,thats,8.0,,8.0
568,there,,1.0,1.0
569,theres,1.0,,
570,theyr,,2.0,
571,theyre,2.0,,2.0
572,thing,4.0,9.0,9.0
573,things,5.0,,
574,think,3.0,3.0,3.0
575,thirstyrun,1.0,1.0,1.0
576,though,2.0,2.0,2.0
577,thought,2.0,2.0,2.0
578,throughout,1.0,1.0,1.0
579,thursday,,1.0,1.0
580,thursdays,1.0,,
581,tia,1.0,1.0,1.0
582,time,3.0,4.0,4.0
583,times,1.0,,
584,today,1.0,1.0,1.0
585,track,1.0,1.0,1.0
586,transfer,1.0,1.0,1.0
587,tri,,1.0,
588,true,2.0,2.0,2.0
589,try,1.0,,1.0
590,tuesday,1.0,1.0,1.0
591,turn,1.0,1.0,1.0
592,type,2.0,2.0,2.0
593,understand,1.0,1.0,1.0
594,us,,,2.0
595,use,6.0,11.0,6.0
596,uses,2.0,,
597,using,3.0,,3.0
598,usual,2.0,3.0,2.0
599,usually,1.0,,1.0
600,valley,3.0,3.0,3.0
601,valu,,7.0,
602,value,3.0,,7.0
603,values,4.0,,
604,variabl,,8.0,
605,variable,2.0,,8.0
606,variables,6.0,,
607,video,2.0,4.0,4.0
608,videos,2.0,,
609,view,1.0,1.0,1.0
610,virtual,4.0,4.0,4.0
611,volt,1.0,1.0,1.0
612,vxml,1.0,1.0,1.0
613,wait,,2.0,
614,waiting,2.0,,2.0
615,want,9.0,10.0,9.0
616,wanted,1.0,,1.0
617,wasnt,2.0,2.0,2.0
618,watch,,1.0,
619,watched,1.0,,1.0
620,water,1.0,1.0,1.0
621,way,6.0,6.0,6.0
622,wed,,1.0,
623,wedding,1.0,,1.0
624,weight,1.0,1.0,1.0
625,well,2.0,2.0,2.0
626,weve,2.0,2.0,2.0
627,what,,3.0,
628,whatev,,2.0,
629,whatever,2.0,,2.0
630,whats,3.0,,3.0
631,whether,1.0,1.0,1.0
632,whole,4.0,4.0,4.0
633,wild,1.0,1.0,1.0
634,william,1.0,1.0,1.0
635,window,1.0,1.0,1.0
636,wing,,1.0,1.0
637,wings,1.0,,
638,wont,1.0,1.0,1.0
639,would,4.0,4.0,4.0
640,wouldnt,1.0,1.0,1.0
641,write,1.0,1.0,1.0
642,yet,1.0,1.0,1.0
643,youd,1.0,1.0,1.0
644,youll,2.0,2.0,2.0
645,your,,2.0,
646,youre,2.0,,2.0
647,zero,1.0,1.0,1.0
